#British English to Estonian (no proper nouns)
aargh,aah
diverted,meeldivas seltskonnas
divertimento,divertisment
diverting,meelelahutuslik
divertisement,divertisment
divertissement,divertisment
divest,röövima
divestiture,sundlikvideerimine
divestment,paljakstegemine
dividable,jaotatav
divide,jagama
divided,jaotatud
dividend,dividend
divider,vahesein
dividers,mõõtesirkel
dividing,jaotav
divination,ettekuulutus
divinatory,prohvetlik
divine,jumalik
divinely,jumalikult
diviner,prohvet
diving,sukeldumine
divining,veesoonte otsimine
divinity,jumalikkus
divisibility,jaguvus
divisible,jaguv
division,divisjon
divisive,lahknev
divorce,lahutus
divorced,lahutatud
divorcee,lahutatu
divorcement,abielu lahutamine
divulge,teatavaks tegema
divulgement,avaldamine
divulse,lahti rebima
divulsion,lahtirebimine
dixie,välikatel
dixieland,dixieland
djinni,džinn
djinny,džinn
do.,sama
do,tegema
doable,tehtav
dobbin,künnihobune
doberman,dobermann
doc,doktor
docent,dotsent
docile,kuulekas
docilely,kuulekalt
docility,kuulekus
dock,dokk
dockage,kai
docked,dokitud
docker,lossija
docket,päevakord
dockhand,dokitööline
docking,dokkimine
dockland,dokid
dockside,kai ääres
dock-tailed,nudisabaga
dock-walloper,lossija
dockyard,dokk
doctor,doktor
doctorate,doktorikraad
doctress,naisdoktor
doctrinaire,kuiv teoreetik
doctrinal,doktriinne
doctrine,doktriin
docudrama,dokumentaalfilm
document,dokument
documental,dokumendi
documentary,aimefilm
documentation,dokumentatsioon
documented,dokumenteeritud
docutainment,meelelahutuslik dokumentaalfilm
dodder,tudisema
dodderer,tudi
doddering,tudisev
doddery,tudisev
dodecagon,dodekagoon
dodecaphony,dodekafoonia
dodge,kõrvalelibisemine
dodger,kelm
dodging,viilimine
dodgy,kelm
doe,emashirv
doer,tegija
doeskin,hirvenahk
doff,peast võtma
dog,koer
dogberry,kontpuu
dogbite,koerahammustus
dog-bitten,puretud
dogcatcher,koerapüüdja
dog-cheap,poolmuidu
dog-collar,kaelarihm
dog-days,südasuvi
doge,doodž
dogeared,hiirekõrvadega
dog-eat-dog,hundiseadus
dog-fennel,haisev karikakar
dog-fight,koeravõitlus
dogfight,koeravõitlus
dog-fox,isarebane
dogged,kangekaelne
doggedly,kangekaelselt
doggedness,kangekaelsus
doggerel,vemmalvärss
doggery,urgas
doggie,kutsa
dogging,väsimatult jälitav
doggo,peidus
doggone,kuradi
doggy,kutsa
doghole,urgas
doghouse,kuut
doglike,koeralik
dogma,dogma
dogmatic,dogmaatiline
dogmatical,dogmaatiline
dogmatically,dogmaatiliselt
dogmatism,dogmatism
dogmatist,dogmaatik
dogmatize,dogmaks kuulutama
do-gooder,heategija
dog-paddle,koera ujuma
dogsbody,mustatööline
dogsled,koerarakend
dog-sleep,pooluinak
dog-tired,surmväsinud
dogtrot,hundisörk
dogvane,tuulesukk
dogwatch,koeravaht
doh,pekk
doily,linik
doing,tegemine
doings,teod
doit,krossivõrd
do-it-yourself,tee-ise
dojo,sõjakunsti õppeklass
dol,dol
doldrums,seisak
dole,annetus
doleful,kurblik
dolefully,nukralt
dolefulness,kurblikkus
dolerite,doleriit
doline,karstilehter
doll,nukk
dollar,dollar
dollarization,dollari kasutamine sisevaluutana
dollhouse,nukumaja
dollmaker,nukumeister
dollop,näpuotsatäis
dolly,rataskäru
dolman,keep
dolmas,dolmas
dolmen,dolmen
dolomite,dolomiit
dolomitization,dolomiidistumine
dolor,hingepiin
dolorimeter,dolorimeeter
dolorous,kannatav
dolphin,delfiin
dolt,tobu
doltish,puupäine
domain,haldusala
dome,kuppel
domed,kupliga
dome-shaped,kuplikujuline
domesticable,kodustatav
domestically,sisepoliitikas
domesticate,kodustama
domesticated,kodustatud
domestication,kodustamine
domesticize,kodustama
domesticity,kodune elu
domicile,eluase
domiciliary,koduks olev
domiciliation,majutuskoht
dominance,domineerivus
dominant,domineeriv
dominate,domineerima
dominated,valitsetav
dominating,valitsev
domination,valitsemine
dominations,valdused
domine,domine
domineer,kamandama
domineering,valitsev
domineeringly,võimutsevalt
dominical,issanda
dominie,püha isa
dominion,ülemvõim
domino,doominokivi
dominoes,doomino
dominos,doomino
dominus,püha isa
donable,kantav
donate,annetama
donated,annetatud
donation,annetus
donator,annetaja
done,valmis
donee,annetusesaaja
doneness,küpsus
dongle,pordilukk
donjon,peatorn
donkey,eesel
donkeyman,donkerman
donkeywork,must töö
donna,donna
donnish,kitsa silmaringiga
donnybrook,lööming
donor,doonor
do-nothing,muiduleivasööja
donsie,haigevõitu
donsy,äpardunud
don't-know,arvamust mitte omaja
don'ts,keelud
donut,sõõrik
doodle,sirgeldama
doodlebug,reaktiivmürsk
doodling,sirgeldamine
doom,hukatus
doomed,hukatusele määratud
doomsday,viimnepäev
door,uks
doorbell,uksekell
doorcase,ukseraam
do-or-die,kõigeks valmis
doorframe,ukseraam
doorhandle,ukselink
doorjamb,uksepiit
doorkeeper,uksehoidja
doorknob,ukselink
doormaker,tisler
doorman,uksehoidja
doormat,jalamatt
doorplate,uksesilt
doorpost,uksepiit
doorsill,lävepakk
doorstep,künnis
doorway,ukseava
dopamine,dopamiin
dope,siseinfo
doped,uimastatud
doper,narkar
dopey,uimane
doping,uimastamine
doppelgänger,teisik
dopy,uimane
doric,dooria
dork,idioot
dorm,ühikas
dormancy,jõudeolek
dormant,puhkav
dormitory,ühiselamu
dormouse,pähklinäpp
dornick,munakivi
dorsum,selg
dory,julla
doryphore,pisiasjade kallal norija
dosage,annus
dose,doos
doser,dosaator
dosimeter,dosimeeter
doss,uinakut tegema
dosser,kodutu
dosshouse,vaesteöömaja
dossier,toimik
doze,tukastus
dozen,tosin
dozener,tukastaja
dozens,kümneid
dozer,buldooser
dozing,tukastav
dozy,unine
dot,punkt
dotage,vanadusnõtrus
dotard,vanamoodne
dote,ogaralt armastama
doting,jumaldav
dots,mõttepunktid
dotted,täpiline
dottle,piibupära
dotty,napakas
double,topelt
double-barreled,kaheraudne
double-barrelled,kaheraudne
double-bass,madalamahäälne
double-bed,kaheinimesevoodi
double-bedded,kaheinimesevoodiga
double-bitted,kaheteraline
double-bottom,topeltpõhjaga
double-breasted,kaherealine
double-check,üle kontrollima
double-chinned,topeltlõuaga
double-concave,kaksiknõgus
double-convex,kaksikkumer
double-cross,kahekordne mäng
double-crosser,petis
double-crossing,petmine
doubled,kahekordistatud
double-date,paariskohtamist tegema
double-dealer,petis
double-dealing,pettus
double-decker,kahekorruseline buss
double-doored,tiibuksega
double-dyed,täielik
double-edged,kahe teraga
double-ender,mõlemast otsast terav
double-engined,kahemootoriline
double-faced,kahepalgeline
double-facedly,kahepalgeliselt
double-fold,kokkuvolditud
double-glazing,topeltklaasiga aken
double-header,kahe veduriga rong
doubleheader,kaks ühe asemel
double-hung,kaheraamiline
double-jointed,painduvate liigestega
doubleness,kahekordsus
double-or-nothing,topelt või mitte midagi
double-park,teises reas parkima
double-prop,kahepropelleriline lennuk
double-quick,topeltkiirusega
doubles,paarismäng
double-sided,kahepoolne
double-space,kahekordse reavahega trükkima
double-spaced,kahekordse reavahega
doublespeak,puru silma ajamine
double-stop,kahel keelel mängima
doublet,dublett
doublethink,vastakaid väiteid uskuma
doubleton,paar
double-tongued,kahekeelne
double-trouble,topeltjama
double-u,kaksisvee
doubleword,topeltsõna
doubling,kahekordistamine
doubloon,dubloon
doubly,kahekordselt
doubt,kahtlema
doubtful,kaheldav
doubtfully,kahtlevalt
doubtfulness,ebakindlus
doubting,kahtlev
doubtless,kahtlemata
doubtlessly,kõhklematult
doubt-ridden,kahtlustest vaevatud
doubtsome,kahtlase väärtusega
doubt-troubled,kahtlustest vaevatud
douce,malbe
douceur,pistis
dough,tainas
doughface,tainapea
doughnut,sõõrik
doughy,nätske
doula,nurganaine
dour,range
dourly,mornilt
douse,läbi leotama
dousing,vettepistmine
dowager,rikas lesk
dowdily,moestläinult
dowdiness,maitsetus
dowdy,elegantsitu
dove,tuvi
dovecote,tuvila
dovekie,väikealk
dowel,tüübel
doweling,tüüblitega ühendamine
dower,kaasavara
dowerless,kaasavaratu
dowery,kaasavara
dovetail,klappima
dovishness,rahusobitamine
down,alla
down-and-dirty,ilustamata
down-and-out,allakäinud
down-at-heel,kaltsakas
down-at-heels,kaltsakas
downbeat,avatakt
downcast,löödud
down-easter,Uus-Inglismaa elanik
downed,jalustniidetud
downer,rahusti
downfall,langus
downfield,väljaku tagaosas
downgrade,madalam järk
downhaul,neervall
downhearted,muserdatud
downheartedly,muserdatult
downheartedness,muserdatus
downhill,allamäge
downiness,pehmus
downing,langetamine
downlike,sulgpehme
downlink,satelliidisignaal
download,alla laadima
downloadable,allalaetav
down-market,odavama otsa
down-payment,sissemaks
downpipe,vihmaveetoru
downplay,tähtsust vähendama
downpour,paduvihm
downright,otsekohene
downrightness,otsekohesus
downriver,allajõge
downs,paljandikud
downscale,alaväärtuslik
downshift,hoogu maha võtma
downside,ebameeldiv külg
downsize,kulutuste vähendamine
downslope,mäenõlv
downspout,vihmaveetoru
downstage,lava eesosas
downstair,allkorruse
downstairs,trepist alla
downstream,allavoolu
downstroke,löök alla
downtime,seisakuaeg
down-to-earth,maalähedane
downtown,kesklinn
downtrend,langus
downtrodden,jalge alla tallatud
downturn,pööre langusele
downward,allapoole
downwards,allapoole
downwind,allatuult
downy,sulgpehme
dowry,kaasavara
dowse,läbi leotama
dowser,nõiavitsaga otsija
doxology,doksoloogia
doxy,konkubiin
doyen,dojään
doyley,linik
doyly,linik
dpt,difteeria läkaköha ja teetanus
drab,üksluine
drably,igavalt
drabness,üksluisus
draconian,drakooniline
draconic,drakooniline
draconically,drakooniliselt
draff,õlleraba
draffy,väärtusetu
draft,visand
drafted,sõjaväkke kutsutud
draftee,kutsealune
draftees,noorsõdurid
drafter,kavandaja
drafting,visandamine
draftsman,joonestaja
draftsmanship,joonistusoskus
drafty,tõmbetuulega
drag,lohistama
drag-and-drop,pukseerima
dragee,dražee
dragged,veetud
dragging,veniv
draggle,järel lohistama
draggled,lontis
draggy,vaevaline
dragnet,traal
dragoman,dragoman
dragon,lohe
dragonhead,tondipea
dragoon,tragun
dragrope,traalivaier
drail,lant
drain,kurnama
drainage,drenaaž
drain-board,nõrgumisrest
drained,kuivatatud
draining,kuivendav
drainpipe,äravoolutoru
drains,rentsel
drake,isapart
drakestone,lutsukivi
drama,draama
dramatic,dramaatiline
dramatically,dramaatiliselt
dramatics,näitekunst
dramatise,lavale seadma
dramatist,näitekirjanik
dramatize,dramatiseerima
dramaturg,näitekirjanik
dramaturgist,näitekirjanik
dramaturgy,näitekirjandus
drape,sisse seadma
draped,kaetud
draper,riidekaupmees
drapery,draperii
drapes,eesriie
drastic,drastiline
drastically,drastiliselt
drat,oh pagan
dratted,pagana
draught,tõmme
draughtboard,kabelaud
draughtsboard,kabelaud
draughtsman,joonestaja
draughty,tõmbav
draw,tõmbama
drawback,puudus
drawbacks,puudused
drawbridge,tõstesild
drawcansir,lärmakas kiidukukk
drawee,maksja
drawer,sahtel
drawers,sahtlid
drawgate,tõstesild
drawing,joonistus
drawing-room,võõrastetuba
drawknife,nikerdamisnuga
drawl,venitatud rääkimisviis
drawler,sõnade venitaja
drawling,sõnade venitamine
drawn,tõmmatud
drawn-out,pikaleveninud
drawnwork,pilutamine
drawstring,krookpael
draw-well,vinnkaev
dray,plaanvanker
drayhorse,veohobune
drayman,veovoorimees
dread,pelgama
dreaded,kardetud
dreadful,kohutav
dreadfully,kohutavalt
dreadfulness,hirmuäratavus
dreadlessly,kartmatult
dreadlocks,rastapatsid
dreadnought,friisriie
dream,unistus
dreamed,unistuste
dreamer,unistaja
dreamfully,unistavalt
dreamily,unelevalt
dreaminess,unelemine
dreaming,unistamine
dreamland,unistustemaa
dreamless,unenägudeta
dreamlike,unenäoline
dreamworld,unistustemaa
dreamy,unelev
drear,rõõmutu
drearily,rõõmutult
dreariness,rõõmutus
dreary,rõõmutu
dredge,bager
dredger,bager
dredging,puistamine
dreg,sete
dregless,selge
dregs,sade
dreikanter,tuuletahukas
drench,leotama
drenched,läbiligunenud
drenching,läbileotamine
dress,kleit
dressage,koolisõit
dress-circle,esimene rõdu
dresscode,rõivastusstiil
dressed,riietatud
dresser,puhvetkapp
dressing,salatikaste
dressing-down,peapesu
dressmaker,õmbleja
dressmaking,naisterõivaste õmblemine
dressy,üleslöödud
dribble,nõrisema
dribbler,ilalõug
dribbling,triblamine
driblet,tilgake
dried,kuivatatud
dried-out,purukuiv
dried-up,kuivanud
drier,kuivati
drift,triiv
driftage,kõrvalekaldumine
drifter,hulkur
driftfish,triivpüüki tegema
drifting,triiviv
driftwood,ajupuud
drill,trell
drilled,väljadrillitud
drilling,puurimine
drillmaster,rivisammu õpetaja
drily,kuivalt
drink,jooma
drinkability,joodavus
drinkable,joodav
drinker,joodik
drinking,joomine
drip,tilkuma
drip-dry,kortsumatu
drip-feed,veeni tilgutama
dripping,tilkuv
drippings,praerasv
dripstone,karniis
drizzle,uduvihm
drizzling,tibutav
drizzly,tibutav
drive,juhtima
drivel,tühi loba
driveller,tühjajutuajaja
driven,aetud
driver,juht
driveshaft,kardaanvõll
driveway,sissesõidutee
driving,juhtimine
driving-box,kutsaripukk
drogue,pidurduslangevari
droit,õigus
droll,lõbus
droller,lõbusam
drollness,lõbusus
drolly,muigvelsui
drone,sumisema
droning,sumisev
drool,ilastama
droop,longu vajuma
droop-eared,lontis kõrvadega
drooping,lontis
droopy,sorgus
droplet,piisake
drop-off,kahanemine
dropped,kukkunud
dropper,pipett
dropping,kukkuv
droppings,junnid
dropsical,pondunud
dropsy,vesitõbi
dropwort,angervaks
droshky,troska
dross,räbu
drought,põud
drought-resisting,põuakindel
drouth,põud
drove,kari
drover,karjaajaja
droving,karjaajamine
drown,uppuma
drowned,uppunud
drowse,tukastama
drowsily,uniselt
drowsiness,unisus
drowsing,tukkuv
drowsy,unine
drub,ülekaalukalt võitma
drubbing,keretäis
drudge,töörügaja
drudgery,töörügamine
drudging,tööd rügav
drudgingly,suurivaevu
drug,narkootikum
drug-addicted,narkosõltuvuses
drugged,narkouimas
drugget,jämevillane riie
drugging,uimastamine
druggist,farmatseut
drugless,ilma ravimiteta
drugshop,apteek
drugstore,apteek
druid,druiid
druidic,druiidi
drum,trumm
drumbeat,trummilöömine
drumfire,lauspommitamine
drumfish,rüütelkala
drumhead,trumminahk
drumlinoid,pseudovoor
drummer,trummar
drumming,trummimäng
drumroll,trummipõrin
drumskin,trumminahk
drumstick,trummipulk
drum-stick,trummipulk
drunk,purjus
drunkard,joodik
drunken,joobnud
drunkenly,joobnult
drunkenness,purjutamine
drupaceous,luuviljaline
drupelet,vili
druse,druus
dry,kuiv
dryad,drüaad
dryasdust,kuiv
dry-clean,keemiliselt puhastama
dry-cleaner's,keemiline puhastus
dry-cleansing,keemiline puhastus
dry-dock,kuivdokki tõmbama
dryer,kuivati
dry-eyed,pisarateta
dry-gulch,varitsusest maha nottima
drying,kuivatav
dryly,kuivalt
dryness,kuivus
dry-nurse,lapse eest hoolitsema
dry-rot,kõdunema
dry-rotted,kõdunenud
dry-salt,kuivsoolama
dry-shod,kuivade jalgadega
dry-stone,mördita laotud
dry-tongued,kidakeelne
dziggetai,Mongoolia metseesel
duad,paar
dual,kahekordne
dualist,dualist
dualistic,dualistlik
duality,duaalsus
dubbin,saapamääre
dubbing,dubleerimine
dubiety,ebakindlus
dubious,kõhklev
dubiously,kahtlustäratavalt
dubiousness,kaheldavus
dubitable,küsitav
ducat,tukat
duchess,hertsoginna
duchy,hertsogkond
duck,part
duck-billed,pardinokaga
duckboard,kate
ducking,pardijaht
duckling,pardipoeg
duckweed,lemmel
ducky,kullake
duct,juha
ductile,sepistatav
ductility,sepistatavus
ductor,trükivärvi ärajuhtija
ductwork,torustik
dud,äpardus
dude,dändi
dudeen,savivile
dudgeon,käegalöömine
duds,hilbud
due,vääriline
duel,duell
dueler,duellant
duelist,duellant
dueller,duellant
duende,loomevaim
duet,duett
duetto,duett
duff,nässus
duffel,õlapaun
duffel-coat,duffelmantel
duffle,õlapaun
dug,nisa
dugong,dugong
dugout,blindaaž
duke,hertsog
dukedom,hertsogkond
dulcet,hellitav
dulcify,magusaks tegema
dulcorate,magusaks tegema
dull,nüri
dullard,puupea
dull-colored,tuhm
dull-eared,tömpkõrv
dulled,nüristatud
dull-edged,nüri teraga
dull-minded,nürimeelne
dullness,tuhmus
dull-witted,juhm
dully,igavalt
dulness,tuhmus
duly,õigel ajal
dumb,tumm
dumbbell,hantel
dumb-bell,hantel
dumbfound,keeletuks tegema
dumb-founded,keeletu
dumbfounded,tummaks löödud
dumbfounding,tummaks lööv
dumbhead,puupea
dumbly,sõnatult
dumbness,nüri taip
dumbshow,tummteater
dumbstricken,tummakslöödud
dumbwaiter,toidulift
dumb-waiter,toidulift
dumdum,dumdum
dumfound,keeletuks tegema
dumfounded,tummakslöödud
dumfounding,keeletuks tegev
dump,minema viskama
dumpcart,kallurikast
dumped,hunnikusse visatud
dumper,kallur
dumpfile,tõmmisefail
dumpiness,matsakus
dumping,dumping
dumpling,klimp
dumps,prügi
dumpster,prügikonteiner
dumpy,jässakas
dunce,puupea
dunderhead,puupea
dune,luide
dung,sõnnik
dungarees,tunked
dungeon,vangikoobas
dunghill,sõnnikuhunnik
dunite,duniit
dunked,leotatud
dunlin,soorüdi
dunnage,rimud
duo,duo
duodecennial,12-aastak
duodecimo,duodeets
duodenal,kaksteistsõrmiksoole
duodenum,kaksteistsõrmiksool
duologue,kahekõne
duopolistic,duopolistlik
duotone,kahevärviline
dupe,lolliks tegema
dupery,tüssamine
duple,kahekordne
duplicate,duplikaat
duplicated,dubleeritud
duplication,paljundamine
duplicator,koopiamasin
duplicitous,kahepalgeline
duplicity,kahepalgelisus
durability,vastupidavus
durable,vastupidav
durables,kestvuskaubad
durably,kauakestvalt
duralumin,duralumiinium
duramen,säsi
durance,vangipõli
duration,vältus
durative,vältav
duress,sundus
during,ajal
durra,durra
dusk,videvik
dusked,hämardunud
duskiness,hämarus
dusky,hämar
dust,tolm
dustbin,prügikonteiner
